original_id,original
16779,es isch gad so chli gad so chli irritierend gsi
16780,so itz chasch witerrede itz chan i der wieder zuelose
16781,i la mi so schnäu vo so sache irritiere
16782,aso so schlimm het s nid usgseh aber glich es
16783,heiter o so es sich rächt warm hie
16784,hei bi mir o
16785,ds iichoufe isch bi mir ganz schlimm
16786,i irgendem ne lade oder so ja
16787,und i mache när und es isch
16788,i gloub es isch extrem witzig mi  z beobachte wenn i irgend e  i- i-
16789,oder doch mou glich
16790,oder i loufe aube scho wieder zum lade us und u när (unverständlich) loufe wieder zrügg
16791,oder mega oft äbe choufi öppis nid u när deheim beröi i s
16792,wott dir dini mam o immer öppis uftränge mini mam wott mi o di ganz zit derzue bringe dass i outogens training mache
16793,auso i i ha nüt aber trotzdäm immer so
16794,dès isch so chli wi meditiere du tuesch di säuber so
16795,i weiss gar nid wies funktioniert aber sie het mer so ne ganze ordner usdruckt
16796,im franzufenthaut won i bi hei cho und so när het si mer dès mitgä für di nächscht so
16797,dès isch eifach wenn s der scheisse geit ligsch eifach häre und probiersch
16798,kennsch dès wenn du öppis hesch und
16799,u när isch dini mam so der feschte überzügig dasses dä grund het zum bispiu wenn s mer schlächt geit dès liegt a dire piue
16800,du muesch sofort zum frouen(arzt)
16801,oder i weisses di schueu duet der eifach nid guet
16802,wo nid stimmt
16803,oh mein gott kennsch dès i ga itz gan i zum glück gani mit mire mam nüm ga ichoufe früecher
16804,früecher immer i ha öppis super gfunge und när mini mam nei dès gseht scheisse us när han i s plötzlech o scheisse gfunge
16805,i ha n- wenn mini mam öppis scheisse het gfunge dès hani nid chönne choufe
16806,ja so bi gschänk nid mau aber eifach so i weiss o nid
16807,nei i ha eifach wükch chönne öppis super finge
16808,wükch super u när het sie öppis gseit
16809,und im nachhinein han i s plötzlech o gseh
16810,aber ds ding isch
16811,de chönntsch gar nüm meh choufe
16812,aso es chunnt ja isch ja mega abhängig weli person mit welere person dass du
16813,jede het ja irgendwo ä punkt wieso dass er öppis schön fingt oder äbe nid
16814,mini mam seit dès immer bi höche hose
16815,i finge es gseht eifach nid guet us dès macht eifach es grosses füdle
16816,speter speter luegsch de d biuder a und dänksch was hani da nume an gha
16817,nei XXX
16818,geits dès het itz gad u huere tätscht
16819,was hesch du gmacht
16820,eigentlech hät me dès ja scho söue gseh du bisch itz es paar mau gfährlech wit hingere
16821,sorry i wott nid lache
16822,hoffentlech git dès ke ke büle
16823,zum glück isch s nid so spitzig so
16824,so huere schwung ghout weisch so bisch scho fasch mitem stuh
16825,ah itz hani grad üses gsprächsthema vergässe
16826,ah ja vou höchi hose
16827,wükch immer so speter luegsch de biuder a und denn dänksch nää
16828,aber dès gloubi eigentlech
16829,i gloube dès scho dass dass bestritti nid dass i dès äuä finge aber dès isch doch egau was d aaleisch fingsch s eh scheisse
16830,du fingsch doch egau was d ir jugend  schön fingsch fingsch s speter när nümm schön
16831,aber i finges o mega schön wenn
16832,i finge dès schichte mega schön
16833,aber i ha när gfunge darum
16834,eigentlech isch s blöd
16835,dass i immer so viu ha gä uf d meinig vo mire mam
16836,i gloub du müesstisch doch meh meh
16837,uf d meinig vo dene gä wo du zum wo du wenn du
16838,öpper cool fingsch win er sich aaleit
16839,de söttsch doch fasch meh aso weisch wini meine
16840,du söttsch doch vo ds wo dir gfaut di
16841,ah i cha s nid erkläre
16842,lüt wo sich wo sich so aalege wi du wi s dir gfaut de chasch o nid drvo usga dass i när ds gliiche schöne finge schön finge wi du aaleisch
16843,es git äbe o no ä ungerschid zwüsche
16844,was eim steit und
16845,mhm es git wükch so ungerschid zwüsche was dès
16846,und imfau i ha dès chunnt mer itz i sinn i ha früecher
16847,mängisch o no itz so i phasene i ha früecher so müeh gha
16848,aber dès het gloub o mit mit äbe so der identität so
16849,irgendwie z tüe aber i ha immer ds gfüuh gha
16850,i muess mi für öppis entscheide wo mir gfaut
16851,dass i im lade när so viu sache hei gha aber es isch nid der glich stiu und
16852,was o no ds ding isch mir gfaue mega viu sache a angere aber es isch nid mi stiu und i weiss o dass mer nid würd stah
16853,aber bi angerne fingis schön
16854,bi mir isch s gar nid so dass a- lüt mi stiu müesse ha dass es mer gfaut gar nid aber
16855,das isch so chli ds schwierige när hani immer
16856,hani dès immer so versuecht z ordne so
16857,bi aber
16858,ja i weiss nid irgendwie i ha so
16859,phasene won i aube mega so druf achte was i aalege und so mega so
16860,mi dri gibe und aber angerer- und itzt itz momentan aube äbe grad eifach am morge hose aalege und es beliebigs oberteili
16861,itz hätti luscht uf no einisch es cappucino
16862,nei i nime itz kes meh
16863,i ha eh scho hüt am morge eis gha
16864,und so i trinke normalerwis nid so viu cafe
16865,ja aber nid scho itz
16866,nenei i la s la si
16867,aber sorry i ha itz ds gspräch ungerbroche
16868,wenn i mer s  überlege i ha ersch so ne krise imfau gha
16869,no gloub im summer oder so
16870,wieder so ne krise woni wüu is dès isch mis problem wüu i ha ds gfüuh
16871,sowieso i ha i ha ja oh churzgschichte früecher gschribe (unverständlich) när immer fertig gschribe ha
16872,aber dass i
16873,dass het mit em charakter o z tüe i wott nid so öppis si i wott irgendwie aues si
16874,wüsst er was i meine
16875,du wosch wie immer
16876,i wott
16877,nid nume i wott eifach immer ds gägeteil o si weisch was i meine
16878,kommunikativ aber o
16879,so zrügghautend aber
16880,i wott o
16881,eifach so wükch so beidès
16882,när han i immer ds gfüuh gha
16883,i cha dès won i bi nid i mine i mim chleiderstiu usdrücke irgendwie
16884,und i ha immer so ds bedürfnis gha dès z chönne irgendwie
16885,und äbe so dès so
16886,im sinn vo i wott i wott sportlech usgseh aso sportlech im vom stiu so chli ehm
16887,ja aber glich glich no gärn so chli dès elegante weisch so aber oder dès coole und so weisch was i meine so d mischig und i finge dès so schwierig
16888,aber i ha ds gfüuh je nach däm
16889,was i aaha
16890,gsehn i mi säuber exgüse aber o angeri lüt komplett angers
16891,i ha när aube ds gfüuh äbe i finges cool und es steit mer i däm sinn o aber när dänk i glichzitig  wieder eigentlech bi dès nid ig
16892,unsich- nid unsicher eifach i ha weniger
16893,säubstbewusst uf- aso dès isch so dès
16894,aber i ha dès weniger i ha dès chli abgleit
16895,aber i ha scho f-
16896,i ha eifach immer ds gfüuh
16897,ja i ha eifach ds gfüuh mängisch äbe chunnt me sich so chli verchleidet vor
16898,da hani äbe när ds gfüuh nid nume ig aso i när ds gfüuh di-
16899,dès übertreit sich uf angeri
16900,i ha när o ds gfüuh die angere luege mi a und dänke so was het die grad aso weisch
16901,dès macht när äbe unsicher
16902,äbe ja vou
16903,i ha mega viu so so sache scho
16904,i i ha es paar z änd gschribe aber nid so mega
16905,aber dès hani so  im fau äbe bim schribe grad
16906,i ha so oft ds gfüuh i ha i wott so viu mitteile und uf z papier bringe und i cha s nid
16907,und dès isch i ganz viele hinsichte so aber äbe o bim schribe
16908,u när machi gar nüt
16909,ja vo däm här so regle jaja
16910,äbe dès mit dem tägleche tagebuech schribe dès bringt o gar nüt
16911,ja nei i bi bi no nid ganz sicher öb i bi drus cho was de meinsch
16912,i weiss o nid ...
16913,das isch o immer so ds schwierige
16914,okay ja nei säg no einisch
16915,i bi mer nid ganz
16916,i ha ds gfüuh gha i chume drus u när bini plötzlech glich nüm drus cho
16917,aber dès geit äbe o nid immer zum bispiu grad wenn du es instrumänt wotsch lehre zum bispiu
16918,da chasch nid eifach einisch härehocke und der o wenn no so lang und überzügt bisch
16919,wenn d es instrumänt wosch lehre spile de längts nid wenn de eifach au zwöi mönet so ne mega energieschub hesch sondern
16920,i bi äbe so chli so und es isch nid so
16921,i ha mega so mini
16922,äbe so mini motivationsschüeb när mach i s und bi extrem frustriert wenn s nid grad bim erste aalouf klappt
16923,u när gib i s grad uf und imfau dès i bi so dès säge mini eutere scho sit eh und je i ha
16924,ah i ha  zwöite blockflöte aafah spiele und i has aube nid chönne när hani bin i so hässig worde när hani eifach so i d flöte ine pfiffe
16925,richtig lut so mini mam het mi huere entgeistert aagluegt wükch so
16926,das i wükch äbe so so richtig hässig bi worde
16927,aber dès isch äbe dä punkt won i när immer ufgibe
16928,und bi mir und dès i weiss nid wie viu stimmt und imfau i frage mi mängisch wie guet mi mini familie würklech kennt
16929,kennet der das gfüuh
16930,wüu sie si ja mini familie
16931,i ha so ds gfüuh
16932,mängisch bini g- und i maches nid äxtra i ha o nid ds gfüuh dass i wäge däm fake bi oder so aber i bi aube so angers wenni
16933,es isch aber äbe
16934,ah itz hani scho wieder der fade verlore was i ha wöue säge nei nid wäge öich sondern wüu i hole immer so us
16935,irgendöppis wo mini eutere  über mi säge han i wöue säge aber i ha s vergässe
16936,äbe öppis angers no ussert dass i immer so motiviationsschüeb ha
16937,ja aber es isch äbe no öppis angers gsi  i weiss nümm
16938,aso mir si
16939,ja vou aber
16940,das isch äbe dès o mit dene fründe wo de scho lang hesch han i ds gfüuh
16941,dès isch chli ds gliiche wüu du wi
16942,auso i ha ämu ds gfüuh i wirde mega oft so uf sache
16943,mängisch han i ds gfüuh i bi fasch chli iigschränkt
16944,dür dès dass sie mi äbe scho so lang kenne und
16945,i wi ds gfüuh dass i wie i ihrne ouge gar nid so ne ent-
16946,wicklig düremache irgendwie ämu so bi so (unverständlich)
16947,gar nid bös gmeint irgendwie oder so aber mängisch
16948,chli objektiver
16949,ja aber dès isch eh dès won i äbe mega viu drüber nachedänke
16950,eigentlech si mer eh viu z sträng mit üs säuber
16951,eigentlech sött äbe eigentlech sött mer ja bsunders lieb zu üs si aber mir si
16952,mit aune nid kritisch aso
16953,aso i gs- me-
16954,angeri gseh nie dès wo du gsesch
16955,werum was strängts di ah
16956,aber i ha äbe ds gfüuh es isch jede sträng zu sich säuber
16957,aber i ha o mega viu ds gfüuh imfau umgekehrt
16958,i bi di einzigi wo so isch oder wo so dänkt u när redi mit lüt und när isch s gar nid so
16959,aber i ha dès drum eh immer ds gfüuh gha das isch wükch eis vo mine grösste problem gsi gloub
16960,denn won i o so ne pha- ir
16961,vierte füfte oder so dass i d s gfüuh ha i bi so
16962,komplett angers aus aui angere i ha gedanke won i niemert angers het und äbe ds bedürfnis dass i irgendwie cha angeri
16963,verstah und ihri gedanke cha ufnäh und umgekehrt u so
16964,ja vou dès han i mir o überleit wüu
16965,äbe i bi sehr so
16966,gedankelastig i däm sinn
16967,es isch scho nid jede so aso
16968,sich säuber reflektiere und
16969,ja aber dä seit mer aber ou öppis
16970,i wott o wieder meh läse
16971,i muess wieder zitig läse ah
16972,würklech so viu sache won i wott mache
16973,und ha gseit dès mach i
16974,ja i weiss es aber es isch so
16975,i dänke fasch jede aabe i wott itz öppis läse und när mach i s glich nid
16976,"zglichä, heimer vori grat usegfunde"
16977,mathematik
16978,ig im erste semester u sie im dritte
16979,eh psychologie und neurowüsseschafte
16980,ou wow dès isch aber ou no heavy oder ni
16981,aso bi üs müesse jedi wuche  üebige abghä
16982,pro vorlesig ei üebig
16983,und dès git so pünkt
16984,u du muesch im semester gnueg pünkt erreiche das d när a d prüefige darfsch überhoupt
16985,weiss nid isch bi dir glich oder
16986,und du was studiersch du
16987,sport im houptfach oder englisch
16988,was machsch für nä master
16989,o sport u englisch
16990,ja mathlehrerin wär so dr plan b
16991,plan a bini no a chly uf dr suechi i ha dänkt vilich findi ja im studiumsverlauf irgend es themegebiet weisch wo mi würk woni dänke
16992,oU mou dört möchti öppis drmit mache
16993,und de findi no irgend e süschtegi ussicht ufne jab weisch woni dänke
16994,ou mou dès probieri
16995,u süsch würdi glaub so richtig lehrer tendiere
16996,genau die überleggig woni i o ha gmacht
16997,was chame süsch mit sport no mache
16998,ja i ha o aso i has z gfüu i weisses aber nid das me im math sueche si nid so vieli ir forschig wüu de wie nid wie öppis konkrets chasch erforsche darum müessti wie zu de beste vo de beste ghöre wenn ni dört wett wöue blibe
16999,und ds döt hani im moment no so zgfüu also erstens chas nid säge aber i
17000,ha zgfüu i ghöre de nid i die ganz oberste
17001,u darum eher weniger forschig
17002,obwous sicher sehr spannend wär
17003,säg nume
17004,ja statistik het me no in viune studiegäng aso psychologi sicher o gloub wirtschaft
17005,aa
17006,ha zgfüu math chasch es  vor allem  kombiniere mit physik
17007,mit wirtnäheraft mit jura zum teu sogar
17008,aber so reins math isch äuä scho schwierig
17009,ussert ja
17010,ds isch eifach so wit weg immer
17011,agluegt
17012,ja ja i schaffe no näbedranne
17013,ehm ei abe ir wuche ghani gha serviere
17014,so imnä restaurant gad z bern mega cool
17015,cools team
17016,und es isch ja es si zäh prozent woni schaffe eifach
17017,gloub viu meh het äuä när nüm platz
17018,psychologie
17019,ja es isch es so schwierig i chas non so: nid ischetze wüu es si när multiple choice tests
17020,und dès isch immer so es het so dr ruef du chasch o ohni gross lehre chasch guet si we da glück hesch aber du chasch o mit viu lehre när schlecht si we dä pech hesch
17021,u darum bini so chly im chlinch vo wäge ja
17022,eigentlich söttis ja scho lehre aber söui ech eifach uf guet glück
17023,nume so z grobe züg a luege
17024,dès isch so findi komisch so multiple choice
17025,ja villich isch ei ufgab no schü.. süsch öppis schribe
17026,gäu es isch när so schwierig so hmm
17027,ja muesch viu läse
17028,aso so wüsseschaftlichi büecher mit bispiu u fauanalyse
17029,und viu uf englisch
17030,da hani am afang mega müeh gha ig cha ja scho einigermasse englisch aber wenn i när so füfhundert site englisch muess läse und aues muess chönna verstah wo drin steit dsch
17031,hani grad e momänt brucht zum dri cho
17032,dä hani im vorbereitigskurs gloub gha
17033,ja dä isch so lustig
17034,u dert het är när bärndütsch gredt aber isch wükech äbe heschs o ghört mitem englisch aber bernsütsch hesch aso guet verstande
17035,mou scho akzent aber sini (.) sini frou isch bärnerin
17036,und we de haut öperen hesch wo de weisch durend die sprach mitere chasch rede
17037,lehrsches viu me viu intuitiver und hochdütsch isch haut scho nomau e umstellig grammatikalisch
17038,wenn bisch de i d schwiz cho
17039,u dini eltere sind wenn in d usa
17040,wägem jab oder
17041,UNVERSTÄNDLICH vo amerkia
17042,und wieso sit dir zrügg id schwiz cho
17043,nei i bi vo bern
17044,nei vom:m spiegu UNVERSTÄNDLICH so zwüsche köniz u wabere
17045,ir nöchi
17046,dsch wükch gäbig
17047,thun isch aber mega schön
17048,innere wg
17049,wo d vorhär scho kennt hesch oder ischs zuefall gsi
17050,du wohnsch no daheim
17051,cool wow
17052,u dès längt guet
17053,a
17054,ja es isch scho gäbig öpper wo chochet
17055,oder öpper wo dahei isch wenn de hei chunnsch
17056,heit dir no gschwüsterti
17057,hesch no as paar jahr
17058,ig ha zwöi chlini gschwüsterti brüetsch und e schwoscht ehm mi brüetsch het grad dr gymer fertig und mini schwost isch gd i gymer cho
17059,vo däm här isch o schön daheim z si mit ihne
17060,im (.) ir Lebermatt
17061,im:m achtzehni
17062,ehm d XXX
17063,und bi dir
17064,ah bisch du mitem XXX und em XXX ir klass gsi
17065,wart isch d aria nöime ono drbi gsi
17066,ja mit dr aria bini i chindergarte
17067,und du hesch ono gschwüsterti
17068,de isch guet
17069,ah wükch
17070,dès isch so ne schlaftablette
17071,ok
17072,i han nä im MINTgha
17073,ig bi ir MINT klass gsi
17074,när heimr so
17075,fraktau agluegt
17076,so irgendwie so forme
17077,wo so genau inenang inepasse wie de die  muesch konstruiere
17078,u när heimr us däm es 3D Modäu gmacht
17079,hei u de het vore erklärt und erklärt und erklärt und eigentlich so monoton
17080,u i ha wükch dänkt wie cha dä lehrer si hie si es isch so längwillig
17081,nei e
17082,das isch no schwierig i ha u cooli lehrer gha
17083,i ha ne wükch aso i ha d XXX im dütsch gha
17084,und die hani dr hammer gfunge
17085,dès isch so ne
17086,isch e dütschlehrerin gsi
17087,die isch ja es jahr noch üs gloub pensoniert worde
17088,e richtige drache
17089,we de d ufgabe nid hesch gmacht bisch eich  dra cho und aues wükch richtig sträng
17090,aber was sie när aube vereut het mir hei viu büecher analysiert u texte mit ihre
17091,was sie dört het inebracht und weli diskussione dès mir hei chönne füehre das hani so dr hammer gfunge
17092,därum hani sie so gliebt wükch die hani so cool gfunge
17093,sie het irgendwie
17094,so viu wüsse mitbracht us ganz verschiedene eckene
17095,u ganz viu verschiedeni sache wo d hesch chönne diskutiere
17096,und es het wükch bi üsser klass so die gha die hei sie super gfunge u die gha die hei sie schrecklich gfunge
17097,u i ha no niemer troffe wo sie so irgendwie öpis drzwüsche het
17098,erlebt
17099,oh wow
17100,ja guet we de nä nume ir prima zu ihre chunnsch denn het sie die höche asprüch
17101,die heit dir när nid chönne erfüue ja
17102,ja dr XXX hani ou mega cool gfunge
17103,dä het eh math gä
17104,math isch UNVERSTÄNDLICH aber i ha ne beidne orte gha
17105,wäg ihm bini när ga math studiere wüu igs so spannend ha gfunge
17106,- ja
17107,ja UNVERSTÄNDLICH
17108,ja u när heimer dr fium no gluegt
17109,vor semesterändi
17110,dès isch o cool gsi
17111,mit derä rsa verschlüsselig
17112,mir hei de aube so
17113,einisch simer irgend in ne computerruum
17114,zum mit grössere zahle chönne rechne
17115,ds mr mitem rechner die sache hei chönne i gä
17116,und nächene hei mir enang chönne so nachrichte schicke
17117,wükch hesch jede buchstabe muesch einzeln ine zau verschlüssle
17118,es geit ja mega (.) eigentlich no so lang
17119,de bis dä satz hesch oder öpis simmer wükch irgendwie viertel stung a däm satz verschlüssle gsi
17120,ja irgendwie hei sie immer ächt  s wätter druf gschriebe und am schluss heil hitler
17121,u die sache
17122,gloub irgendwenn het me das agno oder usegfunge dès das immer druf steit u de hei sie wie nä ahaltspunkt gha (.)
17123,wès d übersetzig wäri die (.)
17124,z richtige die richtigi nachricht
17125,u hei när so
17126,äbe dür usprobiere versuecht wie sie chöi
17127,dr code knacke
17128,ja vou da i gloub da chönntsch so viu züg no mache mit so verschlüsseligssache
17129,aber es isch eifach scho
17130,früecher hesch dr irgendwie no chönne im chopf überlege wie dr ds chönntsch löse
17131,und jetzt ischs eifach so  es es niveau wo de weisch im chopf irgend e asatz när chasch im computer gho igä u mau luege ob
17132,ob de öpis use find aber so säuber öpis usefinde
17133,isch ech nüm me möglich mit dr
17134,kapazität wo mir hei
17135,i gloubs nid
17136,aso emu ds ds enigma züg
17137,het me nume chönne knacke wüu die maschine bout het
17138,ds wer zu kompliziert gsi
17139,für d vorstelligskraft vomne mönsch
17140,und dès dès fingi so krass dès es wie dès mir problem chöi löse wo mer üs ni mau me chöi vorstelle wie d lösig usgseht
17141,ja so wow
17142,-ja
17143,genau und ob sie no eidütig isch oder so
17144,aber dès isch völlig glich was d lösig isch zum problem dès me da eifach
17145,entweder gits eini oder es git keini
17146,ehm aso
17147,am afang hani zgfüu ghe es si mega viu gsi
17148,mindestens zweihundertfüfzg oder so gsi
17149,und jetzt immer jedes jedi wuche
17150,wenni so in vorlesigs saal ine loufe u hingere luege
17151,hets ech immer weniger und weniger und weniger lüt
17152,i frag mi eifach ob die jetzt vo daheime us zum teiu
17153,ds züg mache
17154,vor auem im analysis heimer e
17155,e d professorin wo eifach nach irem buech geit
17156,wükch eis zu eis ires buech düre schaffet
17157,u dès chasch o deheime aluege blöd gseit
17158,u därum fragi mi obs wäg däm weniger het
17159,oder ob so viu hei ufghört oder
17160,gwächslet oder so
17161,ja aber i ha so
17162,i bi mir säuber lieb weni gah süsch
17163,isch aso
17164,aber dès brucht när o säubstdisziplin ds dr ds när doch no a losisch u a luegsch
17165,füfzeh pünkt
17166,eh afangs februar
17167,d wuche vor de mathprüefige
17168,ja drfür hesch wie kei ferie ke wuche
17169,es isch so chli
17170,ds isch gäbig
17171,dès isch aber o scheisse
17172,nei de hanis doch lieber aus am schluss wüu de hani gli no zit woni
17173,cha lehre oder de ou ferie mache weni zgfüu ha
17174,ich chas gnueg guet
17175,so frei wiehnachte freis neujahr
17176,u när chani afa
17177,ja i gloub dès isch (.)
17178,ds töt guet dès machi so
17179,i ha u gärn wienachte
17180,s highlight
17181,skifahre
17182,mini schwoscht het mau so e wuche kurs snowboarde gmacht
17183,sie tuet eigentlich ou skifahre
17184,u i ha so dänkt itz luegi mau wie sie dès so macht villich machi ds när o
17185,hei die het blaui fläcke gha woni nid mau ha gwüsst dès de chasch druf gheie
17186,bim ganze bei arsch rügge
17187,aues blau
17188,i so denkt hm i gloub
17189,snowboarda tueni ni afa
17190,isch schwieriger ja vou
17191,dès isch aber schön wenn me für das när no pünkt bechunt
17192,dsch (.)
17193,ja aber glich aso
17194,si ja
17195,ungfähr füfzgstund ufwand sone
17196,ja wenns när so e wuche lang isch ds isch mega cool
17197,lersch wükch när d lüt besser kenne
17198,s isch durend öpis los das fägt mega
17199,oder du machsch de so üebigsgruppe für die üebige z löse
17200,das hei mir no viu
17201,de lersch enang o chli kenne aber du hesch haut wie du geisch mitem ziu häre math z lehre und därum
17202,ja blibts irgendwo unpersöhnlich so chli
17203,dès isch scho so
17204,si ja lustegi lüt muess i säge
17205,u viu chasch so id gamerkategorie tue
17206,u när wenn du nid gamesch ischs irgendwie schwär dert gross chönne mitzrede   mit zrede
17207,es het ou angeri aber es isch immer lustig ds mir hei so zwöi
17208,die spiele immer i de pouse irgendso es vereckts game sie hei sones ipad wo sie aube ufsteue
17209,när so zwöi konsole wo sie aschliesse
17210,u das isch sones kampfspiu
17211,so zwöi mönscheähnlechi figure
17212,wo näher irgendwie
17213,enang
17214,abschlöh
17215,ds isch immer lustig de hets immer so es kreisli ringsedum wo zuluegt u die zwöi wo sich do ufs dach gäbe
17216,u öpper het mir äbe mau gseit die chleider u sache wo sie anne hei
17217,ds isch ds bechunnsch nume we de wükch viu spiusch u sie spile o wükch viu auso
17218,es isch wie so nach level bechunnsch när irgendwelchi uswau
17219,oder das
17220,es gseht scho zimli profesionell us wie sie sech da
17221,de chani när o mitspiele
17222,ja ig spile ab u zue no mario kart
17223,nei ds uf dr nintendo switch
17224,isch z neue guet okay
17225,oh cool
17226,ja pokemon hets o uf dr nintendo switch
17227,ja haut eifach so eifachi sache wo de nid muesch irgendöpis muesch wüsse für dès chasch mache
17228,dès isch no lustig
17229,meh muess säge z coolschte game woni kenne isch just dance
17230,kennet dir dès
17231,dès hesch irgendwie i gloub es gits uf WII sicher und o uf playstation
17232,de hesch eigentlich so
17233,zerssch d konsole ir hang un när hesch ufem biudschirm
17234,tüe wie d lüt tanze zun.. zunere musig
17235,und du muesch eigentlich nache tanze
17236,und dört wo de konsole ir hang hesch tuets haut mässe wie guet de bisch
17237,u när chasch so gäg enang tanze
17238,u find das so:o lustig dès isch wükch
17239,das isch mis lieblingsspiu gloub
17240,nei mini chli schwoscht spiut das o u gärn
17241,und i bi üs ir nöchi wohne no zwöi modis wo so wüsche üsne auter liege
17242,u de heimer wükch e zitlang irgendwie es haubs jahr lang heimer ds immer
17243,einisch ir wuche entweder bi üs oder bi ihne troffe sie hei z spiu o gha u hei eifach aui lieder düre gspiut wo.. wos het gha
17244,und wükch irgendwie e stung jede namitag da ga tanze
17245,gloub ds heimer o au gha
17246,mir hei emu no so mikrophon daheim
17247,aber dès hani nie gärn gspiut i bi immer so schlächt gsi i ha immer verlore
17248,nei irgendwie fingi singe schlimmer aus tanze
17249,o wenn beides nid chasch fingi wie
17250,tanze isch när me lustig
17251,i muess erst am zwöi
17252,wès spielet dir so gärn
17253,so lieblingsgame oder brätspiu
17254,kei ahnig
17255,nä-ä
17256,o spannend
17257,spannend
17258,ja dèsch lustig
17259,ja dès chasch so gäbig mitenang spiele es isch nid so kompliziert
17260,ja ds isch wie eifach zum üebe
17261,aso zum lehre
17262,und nächene hesch aber ewigs viu zit
17263,wo de di immer no chasch verbessere
17264,du chaschs wie ganz schnäu mitspiele
17265,aber es geit ewigs bis da wükch guet drin bisch
17266,ja es git o so e lustigs spieli
17267,ha wie het itz dès gheisse
17268,gloub SHITHEAD
17269,dès isch o so e weni äch offeni stapple verdeckti hesch und muesch ou so zahlefouge lege
17270,dès  isch o mega lustig
17271,ja dès hani gloub o mau
17272,ja ja ds isch cool
17273,ah da hätti müeh bini immer zimli schlächt gsi i de bausportarte
17274,i ha ersch grad deheime mis zimmer usgruumt  u när hani sone ordner gfunge us dr erste klass
17275,vom sport
17276,u de het mini sportlehrerin so kommentäri dri gschribe so
17277,XXX du musst keine angst vor dem ball haben
17278,dès isch wükch a paar mau dinn gstange u ha itz dänkt ja i gloub weiss warum i so schlecht bi gsi
17279,no nie gärn gha
17280,ja dütsch aus fremdsprach isch haut scho irgendwie
17281,hesch gnue materiau
17282,was hesch fürnes näbefach
17283,spannend dès han ig mir ou überleit
17284,ja aber ig ha när biologie gno
17285,aso mi dünkts spezieu im verglich zu math ischs ehm
17286,ischs nid aso
17287,mi dünkts nid
17288,aber i meine
17289,I has jetz [ ] nid so lang i ha jetz erssch im zwöite jahr mit biologie agfange
17290,isch haut ganz angers im titu es isch me du überhunnsch ganz viel informatione in dr vorlesig
17291,u när am ändi vom semester tueschs uswändig lehre
17292,und im math muesch haut würk permanänt drbi si und üebige löse und testat erreiche und
17293,testat
17294,und UNVERSTÄNDLICH
17295,isch aso bi üs ischs ähnlich im erste jahr ischs no
17296,bi aune vorläsige glich gsi
17297,und jetz chunnts haut mega druf a wär dès d vorlesig git
17298,und bi as paarne isches sehr streng do muesch würki
17299,extrem dran si und bi angernä ischs eigen relativ eifach
17300,das testat überhoupt z erreiche
17301,ja bi mir gsehts ähnlich us
17302,ds ding isch i ha math agfange eigentlich mitem ziu lehrer z wärde
17303,aber när het mi ds studium so fasziniert und i ha gmerkt me het dört au die sache wo eigentlich so spannend si wo mä aus lehrer nie wird bruche
17304,wüu aues wo me aus lehrer wird bruche isch eigentlich gymrstoff
17305,und dès wüsse mr ja scho
17306,"ja und, vo däm här isch es denn irgendwenn zum traum b worde"
17307,aber plan a  unbestimmt
17308,genauso
17309,dès isch doch o im math o immer so entweder lehrer oder irgendwie ir versicherig oder ir bank  dès isch doch so so längwillig ir bank oder versicherig
17310,für mi scho aso aber i weiss haut ou nid genau wie d möglichkeite überhoupt si
17311,und gsuecht oder gfrogt was ds überhoupt isch
17312,i ha zgfüu isch zwar nid so gsuecht villich aber drfür gits o nid viu
17313,wo würk dr master in math machen
17314,i ha z gfüu viu höre nachem bachelor wieder uf oder maches höchstens aus nebefach wüu sie physik studiere
17315,oder chemie studiere oder irgendso öppis
17316,und när gits ja no statistik [ ] statistik im master machen
17317,u dès isch när au scho me gsuecht hanis zgfüu
17318,chasch nume aus master bruchsch es math e math bachelor für statistik
17319,ja meistens sehr unbeliebt
17320,mhm ussert äbe lehrer
17321,-[ ]
17322,das stimmt stimmt
17323,itz nüm letscht jahr hani no zit gha itz definitiv nüm
17324,ja ds stimmt
17325,:m
17326,ds isch jetz bi üs au so in biologie
17327,i weiss ou nid wüu i ha im bio no ke prüefig gschribe
17328,aso i weiss gar nid wies so isch itze
17329,-ds stimmtnja
17330,mir hei itz o im math ei vorlesig UNVERSTÄNDLICH es drü
17331,wo dr dozent isch amerikaner
17332,und cha eigentlech nume schwirzerdütsch mues aber d vorlesig uf hochdütsch mache
17333,und ds git so a ganz e spezieui kombination vomne englische schwizerdütsche akzent
17334,und mängisch versteit me ne eifach chum
17335,wiu är berndütschi wörter drin het und no englischi wörter drin het
17336,und dès wär eigentlech gloub für aui beteiligte gäbiger wenn är d vorlesig eifach uf englisch würd mache
17337,u när irgendeinisch dünkts mi scho umgekehrt es wär gäbiger eifach uf englisch aber er muess itz uf dütsch und drum
17338,ah wükech
17339,-er isch mega lustig ja
17340,ja z bärndütsch versteit me super
17341,ja vo LAUPEN
17342,e haub stung
17343,dsch gäbig
17344,ja haut scho a haub stund aber blödi wartezite
17345,när geits haut e stund aber
17346,UNVERSTÄNDLLICH aso ja
17347,isch gäbig ich cha när immer d üebige mache im zug
17348,ds stimmt ja
17349,ja mit zäh prozent schaffe isch schwierig
17350,i ha e brüetsch
17351,wo ono daheim wohnt
17352,wo aber älter isch als i
